timestamp,dry_run_only,embb_action,urllc_action,mmtc_action,active_actions,applied,enforcement_mode,reason_summary,telemetry_file
2026-04-06T20:56:54.243Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:57:04.247Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:57:14.252Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:57:24.256Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:57:34.261Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:57:44.265Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:57:54.270Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:57:59.273Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:58:09.278Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:58:19.283Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:58:29.287Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:58:39.291Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:58:49.296Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:58:59.300Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:59:09.304Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:59:19.308Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
2026-04-06T20:59:29.313Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_145247.jsonl
