timestamp,dry_run_only,embb_action,urllc_action,mmtc_action,active_actions,applied,enforcement_mode,reason_summary,telemetry_file
2026-04-02T21:08:02.663Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA or URLLC has priority. | mMTC: mMTC telemetry is within SLA or delivery ratio is unavailable.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260402_150431.jsonl
2026-04-02T21:08:07.666Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA or URLLC has priority. | mMTC: mMTC telemetry is within SLA or delivery ratio is unavailable.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260402_150800.jsonl
2026-04-02T21:08:17.669Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA or URLLC has priority. | mMTC: mMTC telemetry is within SLA or delivery ratio is unavailable.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260402_150800.jsonl
2026-04-02T21:08:27.673Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA or URLLC has priority. | mMTC: mMTC telemetry is within SLA or delivery ratio is unavailable.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260402_150800.jsonl
2026-04-02T21:08:37.676Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA or URLLC has priority. | mMTC: mMTC telemetry is within SLA or delivery ratio is unavailable.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260402_150800.jsonl
2026-04-02T21:08:47.680Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA or URLLC has priority. | mMTC: mMTC telemetry is within SLA or delivery ratio is unavailable.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260402_150800.jsonl
2026-04-02T21:08:57.684Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA or URLLC has priority. | mMTC: mMTC telemetry is within SLA or delivery ratio is unavailable.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260402_150800.jsonl
2026-04-02T21:09:02.687Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA or URLLC has priority. | mMTC: mMTC telemetry is within SLA or delivery ratio is unavailable.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260402_150800.jsonl
2026-04-02T21:09:12.691Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA or URLLC has priority. | mMTC: mMTC telemetry is within SLA or delivery ratio is unavailable.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260402_150800.jsonl
2026-04-02T21:09:22.695Z,True,INCREASE_EMBB_BANDWIDTH_SHARE,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,INCREASE_EMBB_BANDWIDTH_SHARE,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput 9133157 bps is below threshold 60000000 bps. | mMTC: mMTC telemetry is within SLA or delivery ratio is unavailable.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260402_150800.jsonl
