timestamp,dry_run_only,embb_action,urllc_action,mmtc_action,active_actions,applied,enforcement_mode,reason_summary,telemetry_file
2026-04-06T21:39:34.019Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_151551.jsonl
2026-04-06T21:39:39.020Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA. | mMTC: mMTC telemetry is within SLA.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_153932.jsonl
2026-04-06T21:39:49.024Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: No active eMBB traffic was observed in the latest telemetry window. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_153932.jsonl
2026-04-06T21:39:59.030Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA. | mMTC: mMTC telemetry is within SLA.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_153932.jsonl
2026-04-06T21:40:09.035Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA. | mMTC: mMTC telemetry is within SLA.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_153932.jsonl
2026-04-06T21:40:19.041Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA. | mMTC: mMTC telemetry is within SLA.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_153932.jsonl
2026-04-06T21:40:29.048Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA. | mMTC: mMTC telemetry is within SLA.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_153932.jsonl
2026-04-06T21:40:39.053Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA. | mMTC: mMTC telemetry is within SLA.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_153932.jsonl
2026-04-06T21:40:49.057Z,True,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput is within SLA. | mMTC: mMTC telemetry is within SLA.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_153932.jsonl
2026-04-06T21:40:59.061Z,True,INCREASE_EMBB_BANDWIDTH_SHARE,MAINTAIN_CURRENT_POLICY,MAINTAIN_CURRENT_POLICY,INCREASE_EMBB_BANDWIDTH_SHARE,False,dry-run,URLLC: URLLC telemetry is within SLA. | eMBB: eMBB throughput 885467 bps is below threshold 60000000 bps. | mMTC: No active mMTC traffic was observed in the latest telemetry window.,/home/ak/Desktop/openairinterfacE5G_J/ci-scripts/yaml_files/5g_rfsimulator/logs/telemetry/closed_loop_telemetry_20260406_153932.jsonl
